gtfs_id,provider_stop_code,stop_code
chennai_metro_nammayatri_partnerorg,SGE|0109,f1af3af8-acd5-4cff-ba67-443c39aa043a
chennai_metro_nammayatri_partnerorg,SHC|0105,30896c2b-b138-4622-bcf4-950047593cd2
chennai_metro_nammayatri_partnerorg,SKP|01F5,f8fd5b6c-f687-4cf4-978e-92b3291b84a1
chennai_metro_nammayatri_partnerorg,SLI|0111,73c28eaa-1854-4ab0-ab81-7a5097772bfa
chennai_metro_nammayatri_partnerorg,SLM|0123,b2194993-cf37-4edd-b3c8-d0d51b8a9694
chennai_metro_nammayatri_partnerorg,SMA|0103,84fb33fd-b73d-4f7f-975a-7fbb6496d956
chennai_metro_nammayatri_partnerorg,SME|0131,aea13170-cc8c-4958-aba9-f465c9df8352
chennai_metro_nammayatri_partnerorg,SCR|0119,2e8fc614-6f94-41c3-baeb-99b7c0d27bb1
chennai_metro_nammayatri_partnerorg,SNW|01F9,af82359e-38d1-4117-9798-dba4901c81d9
chennai_metro_nammayatri_partnerorg,SSA|0121,03a5b176-cbeb-43ab-ba40-b5db6dc98ae1
chennai_metro_nammayatri_partnerorg,STE|0117,38de1336-7355-473f-ad70-a7ebb02f3b7d
chennai_metro_nammayatri_partnerorg,STC|01FD,911e5fb8-d60e-4d6c-bc27-756212f5da51
chennai_metro_nammayatri_partnerorg,STV|01F1,b39464d4-73f8-404a-9528-65979c4a2b54
chennai_metro_nammayatri_partnerorg,STT|01F3,a4d0fe8c-1b2b-48af-be78-cce4a2178098
chennai_metro_nammayatri_partnerorg,STL|0113,7160f60f-28a4-4e7c-8809-ac4480aec8a1
chennai_metro_nammayatri_partnerorg,STG|01F7,f515efb3-6122-478d-bf32-41d00135a03b
chennai_metro_nammayatri_partnerorg,STR|01FB,2ba1e24b-6b51-4750-9186-fff179fae542
chennai_metro_nammayatri_partnerorg,SWA|0101,8c9232aa-2733-449f-ac7f-c5826b3a8342
chennai_metro_nammayatri_partnerorg,SWD|01ED,8c75dad6-ab10-4e4e-a32b-518544331f25
chennai_metro_nammayatri_partnerorg,SWN|01EF,90ec1de8-f088-4bc3-aca7-bab7c282100f
chennai_metro_nammayatri_partnerorg,SAE|0213,d0675bc1-6d9d-4cec-b811-d3bba72718e4
chennai_metro_nammayatri_partnerorg,SAT|0215,effd95d1-805c-4fdc-bcf4-5cbd57f7202f
chennai_metro_nammayatri_partnerorg,SAL|0231,b764c82b-c3bb-4a04-a444-343f05d9a35d
chennai_metro_nammayatri_partnerorg,SAR|0223,c9a739b8-dc27-4d31-8d33-8592285ecb02
chennai_metro_nammayatri_partnerorg,SGU|0125,b3455347-fdc0-4e45-9e7b-69bf675fbc8c
chennai_metro_nammayatri_partnerorg,SAN|0227,7b23d184-ee76-4eb6-830d-5e74e094db01
chennai_metro_nammayatri_partnerorg,SEG|0203,4dabdae1-d625-4d92-b073-ed9ef3e80d45
chennai_metro_nammayatri_partnerorg,SSI|0229,571a3f6b-c1c3-468b-87f7-ff2b0c064c2d
chennai_metro_nammayatri_partnerorg,SKM|0207,282c79e1-a405-472c-a650-3aa4c7b2a573
chennai_metro_nammayatri_partnerorg,SKO|0219,06c8f6aa-b9ae-4006-aec0-9e54051f32a6
chennai_metro_nammayatri_partnerorg,SNP|0205,887fc0c8-36bc-4074-9347-10599e7eaebb
chennai_metro_nammayatri_partnerorg,SPC|0209,cb598781-a44c-4342-9660-1c932a7680d8
chennai_metro_nammayatri_partnerorg,SCC|0201,073bda1a-cc69-41c4-9e98-87b02bb71135
chennai_metro_nammayatri_partnerorg,SCM|0221,95afb8f4-4d81-4e0d-a2d5-8b12b2b92883
chennai_metro_nammayatri_partnerorg,SSN|0211,d3e89a9a-6bf0-46df-93e3-3700d4698c3e
chennai_metro_nammayatri_partnerorg,SMM|0233,93f84dcd-1e93-4b91-a4d6-d433a8c85e80
chennai_metro_nammayatri_partnerorg,STI|0217,9b8a19fa-0a31-4f57-a4ad-113d828afb04
chennai_metro_nammayatri_partnerorg,SVA|0225,93afef11-2fc6-461e-aa29-824f11beaab6
chennai_metro_nammayatri_partnerorg,SOT|0129,758be4e2-6324-41a2-91ac-82df5bcea03a
chennai_metro_nammayatri_partnerorg,SGM|0115,719fca8c-dab8-4a2c-91ed-9cb034a2e2ab
chennai_metro_nammayatri_partnerorg,SAP|0133,f723fd25-aeed-4bc8-af80-69ef9c39871e
delhi_metro_nammayatri_partnerorg,118,775fe7f9-b84a-45d9-a806-cb0e3567c40f
delhi_metro_nammayatri_partnerorg,22,c7e6aaa9-053f-471c-aff1-a03e65903633
delhi_metro_nammayatri_partnerorg,133,a5548401-f2c8-443f-9465-fd9574971c6d
delhi_metro_nammayatri_partnerorg,132,023ccbb1-b122-4d09-9323-1298dc2ef137
delhi_metro_nammayatri_partnerorg,119,2ad69059-9f1c-4414-a615-e3058f54aa81
delhi_metro_nammayatri_partnerorg,98,0a2bb004-5a7e-46c8-b602-e7c70717a6e8
delhi_metro_nammayatri_partnerorg,120,560f176d-1f88-48f6-baa6-57355427ef2a
delhi_metro_nammayatri_partnerorg,198,28d78009-a1fd-41c9-8d75-bd49471a5474
delhi_metro_nammayatri_partnerorg,121,b432136c-8584-44e4-ac59-dd10dd4411b4
delhi_metro_nammayatri_partnerorg,194,bf755cb9-e608-48a7-865c-aab7bd75fafe
delhi_metro_nammayatri_partnerorg,196,4839acb7-d9f2-44a7-a91b-50fcd925e755
delhi_metro_nammayatri_partnerorg,176,09e66f26-22d5-45a3-8edc-8cc340b74ba8
delhi_metro_nammayatri_partnerorg,168,d3c1b5f5-20a3-49ee-8eb7-123566d4d619
delhi_metro_nammayatri_partnerorg,47,a8932497-4b1b-4a40-820c-2234d8297f1f
delhi_metro_nammayatri_partnerorg,200,91aa2ed2-f4e1-4322-8584-ca3c58ceec53
delhi_metro_nammayatri_partnerorg,231,ab55eec7-b487-483d-9c5f-10923602aa03
delhi_metro_nammayatri_partnerorg,232,b03d5ee6-9723-40d5-bc32-402f556609b9
delhi_metro_nammayatri_partnerorg,233,2541b073-2183-4978-b816-4068e674700a
delhi_metro_nammayatri_partnerorg,234,9b3cd283-cd57-45b5-98d7-b327bc18836f
delhi_metro_nammayatri_partnerorg,235,62788186-24b5-43e7-9e46-87b3521ccd1b
delhi_metro_nammayatri_partnerorg,236,0c5f4e42-d0b5-407c-924f-d008ff1a3a1c
delhi_metro_nammayatri_partnerorg,237,ab3e3385-5d0a-42db-8f44-7ebc8c6244b8
delhi_metro_nammayatri_partnerorg,149,bdef960a-5b5a-49cf-a2e7-df0f8bfd133f
delhi_metro_nammayatri_partnerorg,148,46945cde-405d-4d38-bf56-a3f03a610992
delhi_metro_nammayatri_partnerorg,147,f5cdeaed-6694-4c6d-8267-83ff893cb420
delhi_metro_nammayatri_partnerorg,62,c161650b-5fe5-4dbf-b6b8-f659973b9d97
delhi_metro_nammayatri_partnerorg,63,c9de82f2-4ea8-4ed5-93b2-d414c4156ff6
delhi_metro_nammayatri_partnerorg,64,1cc98343-6d5a-40b6-ac78-91de057a15bf
delhi_metro_nammayatri_partnerorg,65,7b89ab79-1f65-4eca-844f-87925ed4b7fc
delhi_metro_nammayatri_partnerorg,26,15c1cafe-ff10-47cd-bb29-7c141d5f3f17
delhi_metro_nammayatri_partnerorg,66,3a6209eb-ef2e-443a-b02b-a81c39b6bc70
delhi_metro_nammayatri_partnerorg,19,67d64698-90c4-48ef-95e0-242e2f622fb1
delhi_metro_nammayatri_partnerorg,20,bfdfff35-4899-45c1-924a-2e0b6095b6ff
delhi_metro_nammayatri_partnerorg,21,5d46baf4-c742-4ad5-aeb2-24c3ba6f0ed4
delhi_metro_nammayatri_partnerorg,23,6a34a3eb-9117-44e3-a649-0a59be694f11
delhi_metro_nammayatri_partnerorg,24,8b89cfea-3ada-4e1a-b2c9-f145c3bdea85
delhi_metro_nammayatri_partnerorg,25,5b913c72-7a1e-4181-8a82-1c44cbd5b60b
delhi_metro_nammayatri_partnerorg,84,a9f12f0f-8cf8-4e1e-868a-56524de63e8c
delhi_metro_nammayatri_partnerorg,85,d10f9c5f-8a3f-4524-ab2d-b320fd6ecd36
delhi_metro_nammayatri_partnerorg,86,e9762307-abc2-4852-8153-f002f3649c9a
delhi_metro_nammayatri_partnerorg,87,6caa8ee0-9a3b-401a-8f41-c16904bfa209
delhi_metro_nammayatri_partnerorg,5,ea0ab948-38a4-4cad-a02b-2f4951d62717
delhi_metro_nammayatri_partnerorg,88,789c48b5-e04b-4be3-a1a4-9d749be80865
delhi_metro_nammayatri_partnerorg,89,ae2b3cb8-6fe3-4ff2-a914-7d90dd87a3f2
delhi_metro_nammayatri_partnerorg,90,d42dce68-3d4e-4985-aff4-72fbd1beada2
delhi_metro_nammayatri_partnerorg,91,14fddce7-1573-4fd4-ad59-fa5a10a1d4cd
delhi_metro_nammayatri_partnerorg,92,e5eae4e2-f563-48f5-8014-e9e13f59ffcc
delhi_metro_nammayatri_partnerorg,93,247a2035-084b-490e-801a-5504a2a7eaf9
delhi_metro_nammayatri_partnerorg,94,f54ee77c-d88b-44a3-9e26-f3d71f005305
delhi_metro_nammayatri_partnerorg,95,92a65018-56ef-4d43-ad4a-e34d2f9bb053
delhi_metro_nammayatri_partnerorg,96,1b6aa922-5382-41cd-a1eb-fb449450c262
delhi_metro_nammayatri_partnerorg,97,7df40b7c-7711-42c2-984c-fb5802ab6245
delhi_metro_nammayatri_partnerorg,99,d5b3051b-0248-49bc-a279-e1a5bef8c723
delhi_metro_nammayatri_partnerorg,100,4a0a5503-b49b-45fe-8cd7-e5d3ebed8bfd
delhi_metro_nammayatri_partnerorg,101,efe7f8a9-cff1-4307-a458-a58896ccf88b
delhi_metro_nammayatri_partnerorg,27,c813ac28-39d1-478b-866c-fdda7afb6730
delhi_metro_nammayatri_partnerorg,28,d0528880-ef2f-47b3-b123-672a1f68e9fa
delhi_metro_nammayatri_partnerorg,83,3d074250-c52c-45f4-a750-bfb33a8ccef8
delhi_metro_nammayatri_partnerorg,135,b8006621-c8ae-461d-a77d-177663b18190
delhi_metro_nammayatri_partnerorg,32,3b167157-9681-457d-857e-c104c0db08cc
delhi_metro_nammayatri_partnerorg,192,4fbf62ed-6f05-4832-baa1-7b855e848f02
delhi_metro_nammayatri_partnerorg,191,d180181c-b03c-4e2e-9477-e960e16d9147
delhi_metro_nammayatri_partnerorg,190,e6767cab-b2bc-4181-9819-575d10b26446
delhi_metro_nammayatri_partnerorg,189,c2386662-02e5-4d0d-bca1-b86a3d4853e0
delhi_metro_nammayatri_partnerorg,188,2765536c-47db-4c4e-8f3c-4288b9c89a06
delhi_metro_nammayatri_partnerorg,187,be56b76e-0982-4598-95b3-7f2f885f7f3a
delhi_metro_nammayatri_partnerorg,186,2fc08c5b-ef93-4d5d-91f3-5338f2117349
delhi_metro_nammayatri_partnerorg,185,54a995ed-6f96-4eea-8f8f-c4e5a4169848
delhi_metro_nammayatri_partnerorg,122,df341222-3d05-458d-ba7d-43b77e77b4eb
delhi_metro_nammayatri_partnerorg,124,04196836-b1d3-4897-988d-98d1c1dbd760
delhi_metro_nammayatri_partnerorg,123,315a2fc8-83c9-4e86-9441-b1b8ea2b1cb3
delhi_metro_nammayatri_partnerorg,125,cc5e27a1-6fba-4a98-a032-9d1dab8a4e2c
delhi_metro_nammayatri_partnerorg,184,2e67c0ac-d4ed-495a-9e41-912908403495
delhi_metro_nammayatri_partnerorg,183,5a9cfdc2-9ca1-468f-979f-2ae65572f5b5
delhi_metro_nammayatri_partnerorg,182,bc449c07-7c94-4d1e-8cf4-083ea5dfb28b
delhi_metro_nammayatri_partnerorg,180,f5603be4-fdf4-40ef-b396-937284e65273
delhi_metro_nammayatri_partnerorg,179,ea283cce-e3cf-491e-bd61-7965ccac9546
delhi_metro_nammayatri_partnerorg,178,e562b258-95e4-4886-8078-3bd3d4d31b0b
delhi_metro_nammayatri_partnerorg,177,2ad0121c-c8f0-4536-9ca4-557be9d1a67a
delhi_metro_nammayatri_partnerorg,175,c2f34ca1-e100-40fb-b5e0-938ce3342ee4
delhi_metro_nammayatri_partnerorg,174,23cd7709-4c86-49fa-b634-694fdec5874d
delhi_metro_nammayatri_partnerorg,173,d1eff0aa-9b55-4b80-84d4-42c1a92b93ee
delhi_metro_nammayatri_partnerorg,172,f69f1291-f73c-4994-be51-06a543b265d1
delhi_metro_nammayatri_partnerorg,171,12f9decd-a1da-4995-8783-0544b11b38b9
delhi_metro_nammayatri_partnerorg,170,4abc3775-077a-4fab-8705-86f98a4fee1d
delhi_metro_nammayatri_partnerorg,169,549876d1-0838-4e8c-a09b-1a1a7979aaf3
delhi_metro_nammayatri_partnerorg,134,d74e62db-6ee9-4be7-b6d8-d5b374b5cc5e
delhi_metro_nammayatri_partnerorg,58,e5c9f875-e4e0-4c40-a187-00a999074291
delhi_metro_nammayatri_partnerorg,57,db2acb50-b874-4fc9-bea2-23e75cf96f45
delhi_metro_nammayatri_partnerorg,56,7e566424-1d3e-49c1-95eb-e362fe21d36d
delhi_metro_nammayatri_partnerorg,55,60dec3c4-0d19-45ac-a884-137b5fdb2554
delhi_metro_nammayatri_partnerorg,54,264406e5-8a35-4106-9899-31698c523fde
delhi_metro_nammayatri_partnerorg,53,719c3c66-f511-46ec-a8d2-4a06cc0d2fbd
delhi_metro_nammayatri_partnerorg,52,c88e9b65-9dcd-462d-ae30-48f43d718f10
delhi_metro_nammayatri_partnerorg,51,12662ae3-d508-452a-9420-62934f67e21a
delhi_metro_nammayatri_partnerorg,50,dfce5abf-bf82-4137-966e-46067b7d644a
delhi_metro_nammayatri_partnerorg,49,acfd93d1-f487-4bdc-a763-0e5de4a08983
delhi_metro_nammayatri_partnerorg,48,01fdfd92-2e23-421c-89bd-53072ad12a7f
delhi_metro_nammayatri_partnerorg,46,38ab998e-8d42-44c0-ba14-49fd46f59bba
delhi_metro_nammayatri_partnerorg,45,c97fc4bf-7f3a-41af-8432-d127f99dc575
delhi_metro_nammayatri_partnerorg,44,9dccbba4-5206-45cf-ac3e-01d50a677f0d
delhi_metro_nammayatri_partnerorg,43,4b312ab4-6f33-4db7-9a89-70e7f2925270
delhi_metro_nammayatri_partnerorg,42,99a8d4e0-f8b4-4ae4-b180-b3bfcc1bdbf6
delhi_metro_nammayatri_partnerorg,41,2fedfe62-848d-4d65-aff2-169b4dafca2c
delhi_metro_nammayatri_partnerorg,40,dcba437e-c9ba-47d2-9a35-8f5e7c20e82d
delhi_metro_nammayatri_partnerorg,38,de3bd285-df51-4da2-8a69-95be30940a60
delhi_metro_nammayatri_partnerorg,37,569b2cfa-6720-47f3-bd72-e914f17d50f3
delhi_metro_nammayatri_partnerorg,36,40487329-0b2a-43ae-abe0-f0617fdbac5b
delhi_metro_nammayatri_partnerorg,35,a41a5882-2c7d-4765-a48e-187bfd53196c
delhi_metro_nammayatri_partnerorg,34,ad9d29e0-4e0c-4b21-987d-d434d073008a
delhi_metro_nammayatri_partnerorg,33,fed2d998-77b8-4df0-8e45-c62cf2a6bf20
delhi_metro_nammayatri_partnerorg,29,e9befcd1-4824-443b-8471-384bbc75b92c
delhi_metro_nammayatri_partnerorg,72,6b508bc7-3eca-48bb-be48-3d382a13acf4
delhi_metro_nammayatri_partnerorg,73,d6a715c9-ee9c-4624-a235-a5296dc48700
delhi_metro_nammayatri_partnerorg,74,0999d741-3113-4841-9b25-0906d58e87e6
delhi_metro_nammayatri_partnerorg,75,7805e05e-cf02-4ce2-96f2-fc9159d86813
delhi_metro_nammayatri_partnerorg,76,b02d97e7-1dba-4e6b-94f5-f2771a0e7b34
delhi_metro_nammayatri_partnerorg,77,5c7bdafa-ff35-488b-9330-1c441b433d5b
delhi_metro_nammayatri_partnerorg,78,2f82ebd2-7aa6-445e-97f0-cab53e02de32
